function_code,label,amount_k,fy,basis,doc_id,page,notes,fragment
5100,Debt Service & PERS UAL (5100+5400),339,2024-25,adopted,budget-fy2024-25-vol1,100,,fy2024-25
5100,Debt Service & PERS UAL (5100+5400),339,2024-25,approved,budget-fy2024-25-vol1,100,,fy2024-25
5100/5400,Debt Service & PERS UAL Programs,339,2024-25,revised,budget-fy2025-26-vol1,99,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book); $339K is 5100 Debt Service (detail p.104),fy2025-26
5100/5400,Debt Service,339,2024-25,adopted,tscc-annual-report-2024-25-summaries,85,,tscc
5100/5400,Debt Service,339,2024-25,approved,tscc-review-fy2025,18,2021-22 = PERS UAL/POB payoff year,tscc
5100/5400,Debt Service,339,2024-25,revised,tscc-review-fy2026,19,GF debt service = bus leases under GASB 87,tscc
5200,Transfers of Funds,10643,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
5200,Transfers of Funds,11918,2024-25,proposed,budget-fy2024-25-vol1,100,,fy2024-25
5200,Transfers of Funds,15896,2024-25,adopted,budget-fy2024-25-vol1,100,"Attachment A (p303) prints 15895 for the same line",fy2024-25
5200,Transfers of Funds,15896,2024-25,approved,budget-fy2024-25-vol1,100,,fy2024-25
5200,Transfers of Funds,15896,2024-25,revised,budget-fy2025-26-vol1,99,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book),fy2025-26
5200,Transfers Out,15897,2024-25,adopted,tscc-annual-report-2024-25-summaries,85,,tscc
5200,Transfers Out,15897,2024-25,approved,tscc-review-fy2025,18,,tscc
5200,Transfers Out,15897,2024-25,revised,tscc-review-fy2026,19,,tscc
6000,Contingencies,0,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
6000,Contingencies,40856,2024-25,adopted,budget-fy2024-25-vol1,100,,fy2024-25
6000,Contingencies,40856,2024-25,adopted,tscc-annual-report-2024-25-summaries,85,,tscc
6000,Contingencies,40856,2024-25,approved,budget-fy2024-25-vol1,100,,fy2024-25
6000,Contingencies,40856,2024-25,revised,budget-fy2025-26-vol1,99,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book),fy2025-26
6000,Contingencies,40856,2024-25,revised,tscc-review-fy2026,19,,tscc
6000,Contingencies,42656,2024-25,approved,tscc-review-fy2025,18,"2024-25 Approved 42,656 PRE-amendment; adopted 40,856",tscc
6000,Contingencies,42656,2024-25,proposed,budget-fy2024-25-vol1,100,,fy2024-25
7000,Ending Fund Balance,0,2024-25,adopted,tscc-annual-report-2024-25-summaries,85,,tscc
7000,Ending Fund Balance,0,2024-25,approved,tscc-review-fy2025,18,,tscc
7000,Ending Fund Balance,0,2024-25,revised,tscc-review-fy2026,19,,tscc
7000,Unappropriated Fund Balance,0,2024-25,adopted,budget-fy2024-25-vol1,100,"printed as dash; narrative (p98) says ending balance would be 40.9M if contingency goes unspent",fy2024-25
7000,Unappropriated Fund Balance,0,2024-25,approved,budget-fy2024-25-vol1,100,"printed as dash",fy2024-25
7000,Unappropriated Fund Balance,0,2024-25,proposed,budget-fy2024-25-vol1,100,"printed as dash",fy2024-25
7000,Unappropriated Fund Balance,0,2024-25,revised,budget-fy2025-26-vol1,99,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book),fy2025-26
7000,Unappropriated Fund Balance,44323,2024-25,actual-budgetary,budget-fy2026-27-vol1,109,,fy2026-27
TOTAL,TOTAL FUND REQUIREMENTS,854394,2024-25,revised,tscc-review-fy2026,19,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,854395,2024-25,adopted,tscc-annual-report-2024-25-summaries,85,,tscc
TOTAL,TOTAL FUND REQUIREMENTS,854395,2024-25,approved,tscc-review-fy2025,18,,tscc
TOTAL,Total Requirements,853111,2024-25,proposed,budget-fy2024-25-vol1,100,,fy2024-25
TOTAL,Total Requirements,854394,2024-25,adopted,budget-fy2024-25-vol1,100,,fy2024-25
TOTAL,Total Requirements,854394,2024-25,approved,budget-fy2024-25-vol1,100,,fy2024-25
total,Total Requirements,854394,2024-25,revised,budget-fy2025-26-vol1,99,column header 'Budget 2024-25' (current-year budget as shown in FY2025-26 adopted book),fy2025-26
1000,Instruction,458417,2025-26,adopted,budget-fy2025-26-vol1,99,,fy2025-26
1000,Instruction,458417,2025-26,adopted,budget-fy2026-27-vol1,109,,fy2026-27
1000,Instruction,458417,2025-26,approved,budget-fy2025-26-vol1,99,,fy2025-26
1000,Instruction,458417,2025-26,approved,tscc-review-fy2026,19,"2023-24 actual printed 411,710 (budget book prints 411,711)",tscc
1000,Instruction,458417,2025-26,proposed,budget-fy2025-26-vol1,99,,fy2025-26
2000,Support Services,347191,2025-26,adopted,budget-fy2025-26-vol1,99,,fy2025-26
2000,Support Services,347191,2025-26,adopted,budget-fy2026-27-vol1,109,,fy2026-27
2000,Support Services,347191,2025-26,approved,budget-fy2025-26-vol1,99,,fy2025-26
2000,Support Services,347191,2025-26,approved,tscc-review-fy2026,19,,tscc
2000,Support Services,347191,2025-26,proposed,budget-fy2025-26-vol1,99,,fy2025-26
3000,Enterprise and Community Services,4617,2025-26,adopted,budget-fy2025-26-vol1,99,,fy2025-26
3000,Enterprise and Community Services,4617,2025-26,adopted,budget-fy2026-27-vol1,109,,fy2026-27
3000,Enterprise and Community Services,4617,2025-26,approved,budget-fy2025-26-vol1,99,,fy2025-26
3000,Enterprise and Community Services,4617,2025-26,proposed,budget-fy2025-26-vol1,99,,fy2025-26
3000,Enterprises and Community Services,4617,2025-26,approved,tscc-review-fy2026,19,,tscc
4000,Facilities Acquisition and Construction,0,2025-26,adopted,budget-fy2026-27-vol1,109,,fy2026-27
5100/5400,Debt Service & PERS UAL Programs,0,2025-26,adopted,budget-fy2025-26-vol1,99,,fy2025-26
5100/5400,Debt Service & PERS UAL Programs,0,2025-26,approved,budget-fy2025-26-vol1,99,,fy2025-26
5100/5400,Debt Service & PERS UAL Programs,0,2025-26,proposed,budget-fy2025-26-vol1,99,,fy2025-26
5100/5400,Debt Service,0,2025-26,approved,tscc-review-fy2026,19,GF debt service = bus leases under GASB 87,tscc
5200,Transfers of Funds,17176,2025-26,adopted,budget-fy2025-26-vol1,99,,fy2025-26
5200,Transfers of Funds,17176,2025-26,adopted,budget-fy2026-27-vol1,109,,fy2026-27
5200,Transfers of Funds,17176,2025-26,approved,budget-fy2025-26-vol1,99,,fy2025-26
5200,Transfers of Funds,17176,2025-26,proposed,budget-fy2025-26-vol1,99,,fy2025-26
5200,Transfers Out,17176,2025-26,approved,tscc-review-fy2026,19,,tscc
6000,Contingencies,41179,2025-26,adopted,budget-fy2025-26-vol1,99,,fy2025-26
6000,Contingencies,41179,2025-26,adopted,budget-fy2026-27-vol1,109,,fy2026-27
6000,Contingencies,41179,2025-26,approved,budget-fy2025-26-vol1,99,,fy2025-26
6000,Contingencies,41179,2025-26,approved,tscc-review-fy2026,19,,tscc
6000,Contingencies,41179,2025-26,proposed,budget-fy2025-26-vol1,99,,fy2025-26
7000,Ending Fund Balance,0,2025-26,approved,tscc-review-fy2026,19,,tscc
7000,Unappropriated Fund Balance,0,2025-26,adopted,budget-fy2025-26-vol1,99,,fy2025-26
7000,Unappropriated Fund Balance,0,2025-26,adopted,budget-fy2026-27-vol1,109,,fy2026-27
7000,Unappropriated Fund Balance,0,2025-26,approved,budget-fy2025-26-vol1,99,,fy2025-26
7000,Unappropriated Fund Balance,0,2025-26,proposed,budget-fy2025-26-vol1,99,,fy2025-26
TOTAL,TOTAL FUND REQUIREMENTS,868580,2025-26,approved,tscc-review-fy2026,19,,tscc
total,Total Requirements,868580,2025-26,adopted,budget-fy2025-26-vol1,99,,fy2025-26
total,Total Requirements,868580,2025-26,approved,budget-fy2025-26-vol1,99,,fy2025-26
total,Total Requirements,868580,2025-26,proposed,budget-fy2025-26-vol1,99,,fy2025-26
1000,Instruction,458888,2026-27,adopted,budget-fy2026-27-vol1,109,,fy2026-27
2000,Support Services,345021,2026-27,adopted,budget-fy2026-27-vol1,109,,fy2026-27
3000,Enterprise and Community Services,2391,2026-27,adopted,budget-fy2026-27-vol1,109,,fy2026-27
4000,Facilities Acquisition and Construction,1,2026-27,adopted,budget-fy2026-27-vol1,109,,fy2026-27
5200,Transfers of Funds,14755,2026-27,adopted,budget-fy2026-27-vol1,109,,fy2026-27
6000,Contingencies,41056,2026-27,adopted,budget-fy2026-27-vol1,109,,fy2026-27
7000,Unappropriated Fund Balance,0,2026-27,adopted,budget-fy2026-27-vol1,109,,fy2026-27
